Id,SalePrice
2658,122580.45650265913
2718,175483.2199875109
2414,198826.68800810646
1989,105563.61929045504
625,162368.676726118
333,106530.72641694851
1327,108734.41738624565
858,149371.5696587414
95,189839.41542287733
1568,154956.2584679538
2482,166282.1034272161
1364,128552.72089592465
2584,148965.5628267037
818,282845.1071596308
2673,130912.09797261683
2089,117460.9306848807
1297,172995.79512671335
790,121180.5512710238
2616,186116.5341617646
720,177851.00877430593
222,128645.3967256276
557,127069.15870252313
1148,192505.38668126188
2766,156069.48400672484
534,177062.2955762049
1452,124949.85814715653
630,128821.53873079682
2648,134549.38449843737
125,152331.87538760973
1904,57561.5935705099
1670,111024.07910890784
756,104050.62812778156
717,191313.14621101838
1032,165376.77210272703
852,197406.32196906122
1731,183141.15185936113
2639,94631.36326633126
2071,84214.44658909825
1267,113296.54981445828
1851,187915.20672475742
567,160277.6761916795
2439,198256.41622695205
1898,150755.462671063
647,140112.81064792784
2256,218225.70073755237
979,106494.5252653533
1444,209078.08825103138
2485,131562.28003906124
157,116901.10035815512
88,130716.05788642762
2003,121935.85467308672
186,196685.01362537217
1425,232902.86464347952
2695,131652.76957865432
738,116337.33981138491
395,145922.08892484225
1353,158223.04856396557
1878,140274.70198757897
390,176590.91485363545
1456,230475.60151214534
1103,357137.2919730089
1387,147961.28574823414
2070,125954.25390936402
1199,188068.51958763393
2479,175560.20625165888
501,299202.7986505549
2362,104487.73083217956
1718,205731.3335081182
2188,96135.09500884492
1483,149938.8069876034
2557,98484.7520020566
437,373462.36144219973
2224,185085.1593981611
1628,168258.89408255124
397,125897.52807585456
587,193751.15230190154
971,135606.79524081165
2611,146921.21602801772
1887,103049.96952257764
2399,358166.5258978619
2148,192504.17468771402
304,135045.7771877044
1997,135523.28411665256
2817,121102.6060792753
1431,180242.9136919552
427,360978.76227903407
263,129337.87426079012
598,173982.26785304624
2895,212929.0920660934
687,135773.20112865802
1822,131932.5779224757
2191,96539.19262313818
179,110181.0704819716
1009,224819.2675428405
2010,123393.70391719085
1991,149884.68074425266
1411,164017.87579854333
1721,237039.77090231483
1144,185660.5973346537
593,220000.81823508555
575,307575.27485736116
1249,164514.9876742007
1604,121159.16437739527
1064,567608.0267872436
1923,150093.70856510478
1988,115184.59380892012
2325,169939.41233283628
114,201766.00243976104
2700,187373.21630923758
217,131721.81979189446
343,169271.49980354265
386,223233.4929730829
2005,111744.80224059109
2908,117417.64377438526
1814,233348.6934219459
2446,584551.9561091411
208,136381.22975761534
1679,120830.5472068053
822,318900.62436807645
6,183409.89722621755
1781,444995.909809287
2397,282454.0748088033
2340,311096.93103824067
1618,153901.71084839752
2843,112120.65398773587
1061,399813.2317598986
2786,123361.50409627572
1935,132846.7438215367
1341,117702.48767660315
521,249537.36042046695
2136,134673.24362992443
996,179619.3660256958
227,132696.6185167077
135,157268.1215573097
1167,163691.71860567076
294,217186.01371930813
1776,202408.22038010307
540,170086.64212376694
1717,216486.73127002857
2303,115806.0941937352
116,195115.94121454848
127,123948.17546361011
1371,136120.76065701604
1014,165629.45904683968
1507,105727.1295055416
702,133011.04171275554
750,157047.11680423692
261,149962.50119712806
1559,80918.6077746381
577,234794.35335033786
2812,191664.34364536696
2080,167691.37466960153
1368,113777.2636471318
2376,122278.42597348915
659,101084.20499568325
1235,133543.41303296786
332,98633.20512648692
1917,146123.78091704872
2094,227243.668958777
1460,255099.77430018128
1471,201513.7410995364
1509,122702.81871755821
1922,125173.97107620438
433,611984.7591840139
460,256959.78815466314
1116,223977.8026068849
1137,173028.33986141416
53,169053.7219879674
2354,266945.1653937672
1475,190737.84655118323
1761,933802.5827659016
842,139622.3701474115
2739,163060.8792445903
2509,157661.18598315437
1007,195831.62584058673
2610,177157.13636383548
1952,100835.08994891774
2719,184720.15130579934
2921,105976.72654919316
1966,137025.25075093165
292,116679.57764243157
1204,204144.65351535095
1829,246853.61791712543
2419,187764.13248618855
391,154638.82157207042
798,117592.22848770562
481,189683.34509246572
193,173425.98262820602
555,117804.29675939851
899,70765.98894569877
2357,180546.3492288326
328,126445.97929162138
1356,102262.82797733435
1154,116615.87715550722
1730,172174.34508758012
2249,137292.70954755065
1119,267696.06926839025
2856,140229.7712101163
1394,130316.50281573638
2587,122271.22070646106
61,316694.1183715302
2661,171362.2111819364
2711,130639.36683479245
1147,182551.75282598494
757,143080.08675906277
2623,98948.5328169812
2378,143527.6712470755
1413,132756.80681816165
1722,215949.64679633125
1112,189290.6843833835
1623,183300.0645410564
1201,193142.8573331707
1513,110493.52940111775
957,266327.57879807806
1171,286535.9335587563
1145,199984.1040860312
2726,231561.63069590536
703,129210.1584642786
760,102396.1140327693
1964,134224.8181112834
2512,182758.5840880751
159,152916.63649158625
1281,161880.1352347844
468,161502.03869774123
290,124707.08864180048
665,92013.4601288474
1463,257636.76807897072
1792,208215.69257911606
923,152877.0631804173
500,260154.82367160794
1408,146169.23584670917
331,90319.29483536743
170,127323.70744715907
2192,105204.10743944102
2571,317549.2074631816
2314,161380.4745508612
2647,96929.14561819234
422,455401.35192728316
2457,412878.8205530882
1838,197160.73789356957
2805,246537.2929315015
1645,160074.64411797537
1711,294859.792000763
2825,214114.91264280552
322,310104.10181588784
2103,252692.41721383153
342,133097.50207915605
600,113749.12194343253
488,169697.42129055312
1725,328612.1600437588
2246,286097.7119896208
2847,153531.78471009617
806,247285.2674553821
530,213788.23547429702
963,198480.9899154067
2678,102405.28318557506
171,90949.69908633796
2401,485684.50779109163
805,215056.33275670224
2259,203479.32683352884
1748,167867.32400176884
1361,143849.549182857
1677,131915.27364477506
1406,142380.4421082537
2322,218218.89631060712
688,154487.55599633246
143,146804.86997916404
804,201831.53330714477
1214,158679.40416704217
2828,147189.8484740613
1999,181710.04204463147
2467,197523.59418034228
2665,159912.3839622559
1538,363169.3416347467
398,115228.24850032457
2822,139186.16695007795
2157,149144.58238957817
1856,189075.83715122423
1269,110341.93756862837
2570,132509.41767818428
2320,221037.43728750228
1517,103062.34254703701
2304,113057.88391056328
1312,97856.84788814497
2012,138620.14197558825
506,229194.54400914465
2865,205770.8489984492
2367,120229.54044023625
554,94526.65711875627
238,140257.5500263674
1954,113007.11626612117
2488,143882.67534863635
2291,102712.70684352795
1969,104496.07271200808
2725,158275.18542829566
1482,149938.8069876034
2763,182506.44523382562
503,256611.0490519111
1584,233346.47809047415
1531,160441.43103704494
2210,152463.55407308004
459,367203.8294360482
556,126223.77741901291
1347,158811.10451158782
1290,101610.04738766939
1388,115549.84226747058
1571,197180.65525978486
2754,198089.8305301453
765,126612.06371340968
2494,128116.49664494854
2870,195821.78359583172
7,233843.3884186451
1114,234566.99008064615
2418,272068.48954397615
291,142481.90611972145
18,403549.2220037809
39,412403.87075820175
1001,265983.52091169584
2442,219381.8587089004
616,130027.3626635534
2680,69742.97606886021
1414,131123.36946777327
289,151789.7976761714
40,260611.8033445492
860,137372.01351644777
409,142676.56096792567
673,151106.14881431506
2427,181417.2438672703
2036,193609.5039538304
2564,132228.5084748806
642,163940.78358062333
1008,181829.02735023588
1908,145957.60033182934
2519,204088.9334659432
1369,96239.0846768112
2855,182502.92836195056
712,105436.42052012519
1943,104818.29111087146
1958,133971.73449975927
107,175322.66181519898
2295,166739.86337071616
704,93434.31920755174
676,121737.62047204631
259,182825.43190583802
93,319173.42011531943
106,233065.10103696198
2315,164522.81289177333
1050,115068.8529506252
1095,191033.960797622
2709,134292.32882906482
758,122599.2090907316
1496,141665.09308681107
2370,131291.70194982766
2458,279328.23478843586
2733,134576.3335981017
161,253895.69428143554
726,155628.79282584632
845,208740.97276924326
947,232540.2125362421
2232,86332.18571346757
2563,137766.95383317806
2299,127695.62781429186
211,84964.90686875387
605,167192.00413050153
1478,191244.38723228945
2247,267977.4646887968
2274,196819.40989884132
