Id,SalePrice
2658,128918.60654514577
2718,193070.95612790599
2414,187216.86476563092
1989,111977.31003440873
625,167672.28146239763
333,105658.20889353883
1327,112846.89363580725
858,147831.9656876981
95,199444.46618361177
1568,157321.5427899139
2482,167897.13296783276
1364,140252.46296678658
2584,164431.35528571007
818,265239.86738326447
2673,138626.01105405745
2089,118590.23909903527
1297,172482.62778113983
790,125403.81681020206
2616,181013.19033221182
720,195052.8629382443
222,136387.9543950401
557,127294.15610483191
1148,198834.38392584163
2766,142268.42094331986
534,189635.48090546805
1452,118453.6265381046
630,131463.35704839134
2648,141360.74974804616
125,154618.8184084297
1904,54096.491154872514
1670,113416.17160265158
756,103280.07032577379
717,213675.20968587563
1032,147658.59329826306
852,212934.74239548718
1731,184998.21825311347
2639,91081.31707399803
2071,84186.5553882641
1267,118996.5420577574
1851,202042.4645364588
567,159976.08647375772
2439,206606.30196964237
1898,157046.7137577535
647,136740.49683461097
2256,209696.54093835477
979,107286.43520499919
1444,207911.14173704621
2485,120049.22710567972
157,120935.57296965882
88,126121.92925948082
2003,123069.65601120307
186,215442.3248632066
1425,260647.64903884448
2695,141173.2582771912
738,119181.14448850011
395,154145.76023340356
1353,163662.05404493437
1878,141505.42145472567
390,171091.01836853247
1456,224155.37271600327
1103,308110.13375032804
1387,136394.0179341002
2070,132605.40319700018
1199,179565.91850779962
2479,171107.22498752878
501,307239.08495284786
2362,99633.82302570593
1718,178519.30745612696
2188,91065.37044134198
1483,142819.16895532687
2557,103273.45724171273
437,329448.28903889935
2224,181407.41404379113
1628,172507.1592978404
397,127089.65564664228
587,189174.89862788454
971,135707.05930947082
2611,146983.02292222987
1887,105405.85224016114
2399,330189.2697894595
2148,206991.70178005018
304,141615.41556926092
1997,139461.38588689888
2817,123071.61722196653
1431,174071.5436339415
427,385131.4049526177
263,122042.57174490517
598,160145.4161689852
2895,233025.35619542832
687,140065.78989543536
1822,132918.67508302865
2191,98617.78589718501
179,114869.53191087721
1009,207133.54766447848
2010,124695.15644755773
1991,156488.44264211046
1411,161022.87977639047
1721,243195.06131091536
1144,180574.3412742076
593,216927.93521008978
575,278403.0106354319
1249,178548.72226896818
1604,118587.83407787929
1064,485591.9088447486
1923,148970.2372941386
1988,117093.47983329973
2325,162868.77405053805
114,190049.71415975067
2700,210113.7443079261
217,125870.77379564194
343,170706.4155825641
386,240264.68397939872
2005,110916.11705481315
2908,123876.40732388917
1814,209193.7147267496
2446,535874.9526655211
208,142342.77634154484
1679,128504.89357146928
822,324575.39835329424
6,175067.9075742448
1781,433668.3039375124
2397,286338.78772916977
2340,281745.0519772
1618,151196.46589780416
2843,109535.98730461005
1061,367922.9024635903
2786,117026.3074085145
1935,132797.48288109573
1341,122727.97860239378
521,285906.24645256496
